REF_DATE,GEO,DGUID,Fuel type,Vehicle type,Statistics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2021-04,Quebec,2021A000224,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277486097,882.2.1.1,7475,,,,0
2021-07,Quebec,2021A000224,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277486097,882.2.1.1,6261,,,,0
2021-10,Quebec,2021A000224,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277486097,882.2.1.1,4187,,,,0
2022-01,Quebec,2021A000224,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277486097,882.2.1.1,7530,,,,0
2022-04,Quebec,2021A000224,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277486097,882.2.1.1,6912,,,,0
2022-07,Quebec,2021A000224,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277486097,882.2.1.1,9792,,,,0
2022-10,Quebec,2021A000224,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277486097,882.2.1.1,9873,,,,0
2023-01,Quebec,2021A000224,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277486097,882.2.1.1,9188,,,,0
2023-04,Quebec,2021A000224,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277486097,882.2.1.1,14779,,,,0
2023-07,Quebec,2021A000224,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277486097,882.2.1.1,18162,,,,0
2023-10,Quebec,2021A000224,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277486097,882.2.1.1,17561,,,,0
2024-01,Quebec,2021A000224,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277486097,882.2.1.1,17844,,,,0
2024-04,Quebec,2021A000224,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277486097,882.2.1.1,25763,,,,0
2024-07,Quebec,2021A000224,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277486097,882.2.1.1,31536,,,,0
2024-10,Quebec,2021A000224,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277486097,882.2.1.1,39421,,,,0
2017-01,Ontario,2021A000235,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671380007,2199.4.1.1,168225,,,,0
2017-04,Ontario,2021A000235,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671380007,2199.4.1.1,234021,,,,0
2017-07,Ontario,2021A000235,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671380007,2199.4.1.1,219632,,,,0
2017-10,Ontario,2021A000235,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671380007,2199.4.1.1,179517,,,,0
2018-01,Ontario,2021A000235,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671380007,2199.4.1.1,165397,,,,0
2018-04,Ontario,2021A000235,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671380007,2199.4.1.1,239881,,,,0
2018-07,Ontario,2021A000235,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671380007,2199.4.1.1,218772,,,,0
2018-10,Ontario,2021A000235,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671380007,2199.4.1.1,174523,,,,0
2019-01,Ontario,2021A000235,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671380007,2199.4.1.1,168959,,,,0
2019-04,Ontario,2021A000235,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671380007,2199.4.1.1,222792,,,,0
2019-07,Ontario,2021A000235,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671380007,2199.4.1.1,219590,,,,0
2019-10,Ontario,2021A000235,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671380007,2199.4.1.1,184737,,,,0
2020-01,Ontario,2021A000235,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671380007,2199.4.1.1,139080,,,,0
2020-04,Ontario,2021A000235,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671380007,2199.4.1.1,109197,,,,0
2020-07,Ontario,2021A000235,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671380007,2199.4.1.1,198406,,,,0
2020-10,Ontario,2021A000235,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671380007,2199.4.1.1,153874,,,,0
2021-01,Ontario,2021A000235,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671380007,2199.4.1.1,141819,,,,0
2021-04,Ontario,2021A000235,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671380007,2199.4.1.1,180181,,,,0
2021-07,Ontario,2021A000235,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671380007,2199.4.1.1,174638,,,,0
2021-10,Ontario,2021A000235,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671380007,2199.4.1.1,130630,,,,0
2022-01,Ontario,2021A000235,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671380007,2199.4.1.1,135138,,,,0
2022-04,Ontario,2021A000235,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671380007,2199.4.1.1,169244,,,,0
2022-07,Ontario,2021A000235,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671380007,2199.4.1.1,153779,,,,0
2022-10,Ontario,2021A000235,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671380007,2199.4.1.1,136338,,,,0
2023-01,Ontario,2021A000235,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671380007,2199.4.1.1,143618,,,,0
2023-04,Ontario,2021A000235,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671380007,2199.4.1.1,183652,,,,0
2023-07,Ontario,2021A000235,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671380007,2199.4.1.1,178596,,,,0
2023-10,Ontario,2021A000235,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671380007,2199.4.1.1,171135,,,,0
2024-01,Ontario,2021A000235,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671380007,2199.4.1.1,163027,,,,0
2024-04,Ontario,2021A000235,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671380007,2199.4.1.1,190530,,,,0
2024-07,Ontario,2021A000235,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671380007,2199.4.1.1,182361,,,,0
2024-10,Ontario,2021A000235,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671380007,2199.4.1.1,163345,,,,0
2017-01,Ontario,2021A000235,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277487414,2199.2.1.1,595,,,,0
2017-04,Ontario,2021A000235,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277487414,2199.2.1.1,832,,,,0
2017-07,Ontario,2021A000235,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277487414,2199.2.1.1,950,,,,0
2017-10,Ontario,2021A000235,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277487414,2199.2.1.1,1186,,,,0
2018-01,Ontario,2021A000235,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277487414,2199.2.1.1,928,,,,0
2018-04,Ontario,2021A000235,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277487414,2199.2.1.1,3617,,,,0
2018-07,Ontario,2021A000235,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277487414,2199.2.1.1,2526,,,,0
2018-10,Ontario,2021A000235,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277487414,2199.2.1.1,1145,,,,0
2019-01,Ontario,2021A000235,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277487414,2199.2.1.1,850,,,,0
2019-04,Ontario,2021A000235,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277487414,2199.2.1.1,1992,,,,0
2019-07,Ontario,2021A000235,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277487414,2199.2.1.1,2181,,,,0
2019-10,Ontario,2021A000235,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277487414,2199.2.1.1,1539,,,,0
2020-01,Ontario,2021A000235,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277487414,2199.2.1.1,1184,,,,0
2020-04,Ontario,2021A000235,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277487414,2199.2.1.1,1337,,,,0
2020-07,Ontario,2021A000235,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277487414,2199.2.1.1,2807,,,,0
2020-10,Ontario,2021A000235,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277487414,2199.2.1.1,2833,,,,0
2021-01,Ontario,2021A000235,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277487414,2199.2.1.1,2600,,,,0
2021-04,Ontario,2021A000235,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277487414,2199.2.1.1,3762,,,,0
2021-07,Ontario,2021A000235,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277487414,2199.2.1.1,3672,,,,0
2021-10,Ontario,2021A000235,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277487414,2199.2.1.1,4787,,,,0
2022-01,Ontario,2021A000235,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277487414,2199.2.1.1,5686,,,,0
2022-04,Ontario,2021A000235,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277487414,2199.2.1.1,7875,,,,0
2022-07,Ontario,2021A000235,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277487414,2199.2.1.1,9716,,,,0
2022-10,Ontario,2021A000235,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277487414,2199.2.1.1,9506,,,,0
2023-01,Ontario,2021A000235,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277487414,2199.2.1.1,6760,,,,0
2023-04,Ontario,2021A000235,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277487414,2199.2.1.1,9486,,,,0
2023-07,Ontario,2021A000235,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277487414,2199.2.1.1,11458,,,,0
2023-10,Ontario,2021A000235,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277487414,2199.2.1.1,10931,,,,0
2024-01,Ontario,2021A000235,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277487414,2199.2.1.1,8144,,,,0
2024-04,Ontario,2021A000235,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277487414,2199.2.1.1,10462,,,,0
2024-07,Ontario,2021A000235,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277487414,2199.2.1.1,11771,,,,0
2024-10,Ontario,2021A000235,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277487414,2199.2.1.1,11282,,,,0
2017-01,Manitoba,2021A000246,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671405611,2821.4.1.1,12641,,,,0
2017-04,Manitoba,2021A000246,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671405611,2821.4.1.1,16824,,,,0
2017-07,Manitoba,2021A000246,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671405611,2821.4.1.1,15783,,,,0
2017-10,Manitoba,2021A000246,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671405611,2821.4.1.1,13070,,,,0
2018-01,Manitoba,2021A000246,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671405611,2821.4.1.1,11488,,,,0
2018-04,Manitoba,2021A000246,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671405611,2821.4.1.1,15449,,,,0
2018-07,Manitoba,2021A000246,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671405611,2821.4.1.1,15229,,,,0
2018-10,Manitoba,2021A000246,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671405611,2821.4.1.1,11811,,,,0
2019-01,Manitoba,2021A000246,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671405611,2821.4.1.1,10916,,,,0
2019-04,Manitoba,2021A000246,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671405611,2821.4.1.1,14431,,,,0
2019-07,Manitoba,2021A000246,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671405611,2821.4.1.1,14626,,,,0
2019-10,Manitoba,2021A000246,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671405611,2821.4.1.1,11377,,,,0
2020-01,Manitoba,2021A000246,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671405611,2821.4.1.1,9791,,,,0
2020-04,Manitoba,2021A000246,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671405611,2821.4.1.1,9383,,,,0
2020-07,Manitoba,2021A000246,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671405611,2821.4.1.1,13910,,,,0
2020-10,Manitoba,2021A000246,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671405611,2821.4.1.1,11533,,,,0
2021-01,Manitoba,2021A000246,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671405611,2821.4.1.1,11704,,,,0
2021-04,Manitoba,2021A000246,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671405611,2821.4.1.1,12992,,,,0
2021-07,Manitoba,2021A000246,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671405611,2821.4.1.1,12406,,,,0
2021-10,Manitoba,2021A000246,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671405611,2821.4.1.1,9450,,,,0
2022-01,Manitoba,2021A000246,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671405611,2821.4.1.1,8900,,,,0
2022-04,Manitoba,2021A000246,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671405611,2821.4.1.1,11965,,,,0
2022-07,Manitoba,2021A000246,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671405611,2821.4.1.1,10518,,,,0
2022-10,Manitoba,2021A000246,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671405611,2821.4.1.1,9872,,,,0
2023-01,Manitoba,2021A000246,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671405611,2821.4.1.1,9614,,,,0
2023-04,Manitoba,2021A000246,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671405611,2821.4.1.1,11867,,,,0
2023-07,Manitoba,2021A000246,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671405611,2821.4.1.1,13166,,,,0
2023-10,Manitoba,2021A000246,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671405611,2821.4.1.1,10471,,,,0
2024-01,Manitoba,2021A000246,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671405611,2821.4.1.1,13287,,,,0
2024-04,Manitoba,2021A000246,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671405611,2821.4.1.1,14779,,,,0
2024-07,Manitoba,2021A000246,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671405611,2821.4.1.1,14009,,,,0
2024-10,Manitoba,2021A000246,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671405611,2821.4.1.1,13152,,,,0
2017-01,Manitoba,2021A000246,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277488036,2821.2.1.1,5,,,,0
2017-04,Manitoba,2021A000246,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277488036,2821.2.1.1,5,,,,0
2017-07,Manitoba,2021A000246,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277488036,2821.2.1.1,7,,,,0
2017-10,Manitoba,2021A000246,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277488036,2821.2.1.1,4,,,,0
2018-01,Manitoba,2021A000246,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277488036,2821.2.1.1,6,,,,0
2018-04,Manitoba,2021A000246,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277488036,2821.2.1.1,16,,,,0
2018-07,Manitoba,2021A000246,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277488036,2821.2.1.1,19,,,,0
2018-10,Manitoba,2021A000246,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277488036,2821.2.1.1,31,,,,0
2019-01,Manitoba,2021A000246,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277488036,2821.2.1.1,11,,,,0
2019-04,Manitoba,2021A000246,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277488036,2821.2.1.1,45,,,,0
2019-07,Manitoba,2021A000246,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277488036,2821.2.1.1,58,,,,0
2019-10,Manitoba,2021A000246,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277488036,2821.2.1.1,35,,,,0
2020-01,Manitoba,2021A000246,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277488036,2821.2.1.1,38,,,,0
2020-04,Manitoba,2021A000246,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277488036,2821.2.1.1,44,,,,0
2020-07,Manitoba,2021A000246,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277488036,2821.2.1.1,77,,,,0
2020-10,Manitoba,2021A000246,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277488036,2821.2.1.1,52,,,,0
2021-01,Manitoba,2021A000246,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277488036,2821.2.1.1,54,,,,0
2021-04,Manitoba,2021A000246,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277488036,2821.2.1.1,90,,,,0
2021-07,Manitoba,2021A000246,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277488036,2821.2.1.1,109,,,,0
2021-10,Manitoba,2021A000246,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277488036,2821.2.1.1,104,,,,0
2022-01,Manitoba,2021A000246,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277488036,2821.2.1.1,108,,,,0
2022-04,Manitoba,2021A000246,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277488036,2821.2.1.1,131,,,,0
2022-07,Manitoba,2021A000246,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277488036,2821.2.1.1,261,,,,0
2022-10,Manitoba,2021A000246,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277488036,2821.2.1.1,211,,,,0
2023-01,Manitoba,2021A000246,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277488036,2821.2.1.1,173,,,,0
2023-04,Manitoba,2021A000246,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277488036,2821.2.1.1,238,,,,0
2023-07,Manitoba,2021A000246,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277488036,2821.2.1.1,335,,,,0
2023-10,Manitoba,2021A000246,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277488036,2821.2.1.1,220,,,,0
2024-01,Manitoba,2021A000246,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277488036,2821.2.1.1,248,,,,0
2024-04,Manitoba,2021A000246,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277488036,2821.2.1.1,440,,,,0
2024-07,Manitoba,2021A000246,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277488036,2821.2.1.1,577,,,,0
2024-10,Manitoba,2021A000246,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277488036,2821.2.1.1,504,,,,0
2017-01,Saskatchewan,2021A000247,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671217577,3058.4.1.1,12936,,,,0
2017-04,Saskatchewan,2021A000247,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671217577,3058.4.1.1,15712,,,,0
2017-07,Saskatchewan,2021A000247,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671217577,3058.4.1.1,15082,,,,0
2017-10,Saskatchewan,2021A000247,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671217577,3058.4.1.1,12789,,,,0
2018-01,Saskatchewan,2021A000247,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671217577,3058.4.1.1,11423,,,,0
2018-04,Saskatchewan,2021A000247,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671217577,3058.4.1.1,15118,,,,0
2018-07,Saskatchewan,2021A000247,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671217577,3058.4.1.1,14288,,,,0
2018-10,Saskatchewan,2021A000247,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671217577,3058.4.1.1,11586,,,,0
2019-01,Saskatchewan,2021A000247,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671217577,3058.4.1.1,11151,,,,0
2019-04,Saskatchewan,2021A000247,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671217577,3058.4.1.1,14222,,,,0
2019-07,Saskatchewan,2021A000247,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671217577,3058.4.1.1,14034,,,,0
2019-10,Saskatchewan,2021A000247,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671217577,3058.4.1.1,9930,,,,0
2020-01,Saskatchewan,2021A000247,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671217577,3058.4.1.1,10448,,,,0
2020-04,Saskatchewan,2021A000247,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671217577,3058.4.1.1,9700,,,,0
2020-07,Saskatchewan,2021A000247,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671217577,3058.4.1.1,13962,,,,0
2020-10,Saskatchewan,2021A000247,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671217577,3058.4.1.1,10740,,,,0
2021-01,Saskatchewan,2021A000247,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671217577,3058.4.1.1,11498,,,,0
2021-04,Saskatchewan,2021A000247,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671217577,3058.4.1.1,12660,,,,0
2021-07,Saskatchewan,2021A000247,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671217577,3058.4.1.1,11343,,,,0
2021-10,Saskatchewan,2021A000247,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671217577,3058.4.1.1,9320,,,,0
2022-01,Saskatchewan,2021A000247,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671217577,3058.4.1.1,8536,,,,0
2022-04,Saskatchewan,2021A000247,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671217577,3058.4.1.1,13537,,,,0
2022-07,Saskatchewan,2021A000247,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671217577,3058.4.1.1,11154,,,,0
2022-10,Saskatchewan,2021A000247,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671217577,3058.4.1.1,9663,,,,0
2023-01,Saskatchewan,2021A000247,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671217577,3058.4.1.1,10850,,,,0
2023-04,Saskatchewan,2021A000247,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671217577,3058.4.1.1,12376,,,,0
2023-07,Saskatchewan,2021A000247,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671217577,3058.4.1.1,11933,,,,0
2023-10,Saskatchewan,2021A000247,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671217577,3058.4.1.1,12275,,,,0
2024-01,Saskatchewan,2021A000247,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671217577,3058.4.1.1,12026,,,,0
2024-04,Saskatchewan,2021A000247,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671217577,3058.4.1.1,13780,,,,0
2024-07,Saskatchewan,2021A000247,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671217577,3058.4.1.1,13564,,,,0
2024-10,Saskatchewan,2021A000247,All fuel types,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1671217577,3058.4.1.1,12222,,,,0
2017-01,Saskatchewan,2021A000247,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277488273,3058.2.1.1,2,,,,0
2017-04,Saskatchewan,2021A000247,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277488273,3058.2.1.1,1,,,,0
2017-07,Saskatchewan,2021A000247,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277488273,3058.2.1.1,6,,,,0
2017-10,Saskatchewan,2021A000247,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277488273,3058.2.1.1,4,,,,0
2018-01,Saskatchewan,2021A000247,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277488273,3058.2.1.1,3,,,,0
2018-04,Saskatchewan,2021A000247,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277488273,3058.2.1.1,10,,,,0
2018-07,Saskatchewan,2021A000247,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277488273,3058.2.1.1,15,,,,0
2018-10,Saskatchewan,2021A000247,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277488273,3058.2.1.1,17,,,,0
2019-01,Saskatchewan,2021A000247,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277488273,3058.2.1.1,12,,,,0
2019-04,Saskatchewan,2021A000247,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277488273,3058.2.1.1,30,,,,0
2019-07,Saskatchewan,2021A000247,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277488273,3058.2.1.1,35,,,,0
2019-10,Saskatchewan,2021A000247,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277488273,3058.2.1.1,30,,,,0
2020-01,Saskatchewan,2021A000247,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277488273,3058.2.1.1,20,,,,0
2020-04,Saskatchewan,2021A000247,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277488273,3058.2.1.1,22,,,,0
2020-07,Saskatchewan,2021A000247,Battery electric,"Total, vehicle type",Number of vehicles,Units,300,units,0,v1277488273,3058.2.1.1,58,,,,0
